업소명,업태,주소,원본_위도,원본_경도,VWorld_위도,VWorld_경도,오차_m
신라스테이 전주,일반호텔,"전북특별자치도 전주시 완산구 현무1길 10, 1층~10층 (경원동3가)",35.8196914,127.1485426,35.8197173,127.1486691,12
쿡1포레나,여관업,전북특별자치도 김제시 하정로 31 (흥사동),35.8380222,126.9055118,35.8379725,126.9056264,12
프린스모텔,여관업,전북특별자치도 정읍시 내장산로 915-8 (내장동),35.4951888,126.9273325,35.4951919,126.9274618,12
덕유산펜션,여관업,전북특별자치도 무주군 설천면 구천동1로 144,35.8990163,127.7757486,35.8989114,127.7757586,12
그린나래,여관업,전북특별자치도 순창군 복흥면 추령로 1740-5,35.4739379,126.9271117,35.4739067,126.9272350,12
스테이(B),숙박업 기타,전북특별자치도 남원시 산내면 천왕봉로 528,35.4304255,127.6161500,35.4303505,127.6160603,12
라베호텔,숙박업 기타,전북특별자치도 정읍시 명덕로 57 (연지동),35.5760384,126.8454011,35.5760421,126.8452729,12
글로리즈,숙박업(생활),전북특별자치도 부안군 변산면 변산해변로 796,35.6646911,126.5136404,35.6646514,126.5135220,12
아트무인텔,여관업,전북특별자치도 군산시 백릉안1길 21 (경장동),35.9703499,126.7311063,35.9703958,126.7309912,12
유명여인숙,여인숙업,전북특별자치도 전주시 완산구 풍남문5길 6 (전동3가),35.8131643,127.1431345,35.8132441,127.1432162,12
로얄파크텔,여관업,전북특별자치도 순창군 구림면 회문산로 348,35.4846949,127.1353558,35.4846433,127.1354657,11
람세스모텔,여관업,전북특별자치도 남원시 충정로 233 (도통동),35.4239479,127.3945910,35.4239670,127.3947156,11
안녕노을,숙박업(생활),"전북특별자치도 부안군 변산면 변산해변로 29-7, 2층",35.6294922,126.4710039,35.6295951,126.4710137,11
부안 더힐링휴 펜션,숙박업(생활),전북특별자치도 부안군 변산면 대항길 53,35.6877446,126.5358648,35.6876848,126.5357613,11
베스트하우스,숙박업(생활),전북특별자치도 전주시 덕진구 도당산로 65-6 (우아동3가),35.8474382,127.1568166,35.8474932,127.1569240,11
화이트모텔,여관업,전북특별자치도 진안군 주천면 동상주천로 1648,35.9807022,127.3828306,35.9807762,127.3829188,11
넥스텔 여관,여관업,"전북특별자치도 고창군 고창읍 월암수월길 112, 넥스텔",35.4312769,126.7215032,35.4312675,126.7216287,11
전주아리울사우나모텔,여관업,전북특별자치도 전주시 덕진구 가리내로 29-2 (금암동),35.8338232,127.1327885,35.8338139,127.1326624,11
북부장여관,여관업,전북특별자치도 익산시 인북로11길 4-1 (남중동),35.9529021,126.9584001,35.9528416,126.9585025,11
준 드라이브인 무인텔1,여관업,전북특별자치도 김제시 황산면 풍요로 516-9,35.7884558,126.9556153,35.7885526,126.9555746,11
삼익모텔,여관업,전북특별자치도 남원시 향단로 24-1 (쌍교동),35.4054618,127.3826074,35.4054627,127.3827324,11
캐슬무인호텔,숙박업 기타,전북특별자치도 정읍시 내장산로 104 (금붕동),35.5478433,126.8798806,35.5479345,126.8798248,11
(유)이율에너지 명품무인텔,여관업,전북특별자치도 익산시 인북로6길 19 (인화동1가),35.9308032,126.9518412,35.9308148,126.9519657,11
하운드호텔 B동,일반호텔,전북특별자치도 군산시 평화길 123-3 (장미동),35.9870608,126.7164363,35.9871196,126.7165382,11
에이치에비뉴,일반호텔,"전북특별자치도 전주시 덕진구 산정2길 6-4 (산정동,외 1필지(874-3))",35.8370336,127.1700234,35.8370718,127.1701391,11
유성여인숙,여인숙업,전북특별자치도 정읍시 명덕로 36 (연지동),35.5744503,126.8439429,35.5744083,126.8440561,11
폴라리스,여관업,전북특별자치도 군산시 임피면 임피2길 36,35.9846918,126.8498110,35.9846466,126.8499226,11
미 무인호텔,여관업,전북특별자치도 임실군 관촌면 춘향로 3076-44,35.6435281,127.2847408,35.6434364,127.2846898,11
호텔 비타민,일반호텔,전북특별자치도 군산시 비응남1길 21 (비응도동),35.9383132,126.5270580,35.9382283,126.5271245,11
아라쉼 펜션,숙박업(생활),전북특별자치도 부안군 변산면 변산로 2136-5,35.6752818,126.5298974,35.6753821,126.5298985,11
채석강 비치호텔,일반호텔,전북특별자치도 부안군 변산면 채석강길 19,35.6273908,126.4702886,35.6274445,126.4701845,11
필무인텔,여관업,전북특별자치도 정읍시 북면 정읍북로 426,35.5992156,126.8835225,35.5991589,126.8836239,11
모텔 스테이,여관업,전북특별자치도 순창군 순창읍 장류로 250-16,35.3720234,127.1306670,35.3719580,127.1305746,11
호텔 아이콘,일반호텔,전북특별자치도 군산시 백릉안1길 15 (경장동),35.9698761,126.7317735,35.9698094,126.7316820,11
나이스모텔,여관업,전북특별자치도 부안군 진서면 곰소윗길 77-18,35.5926045,126.6131240,35.5926312,126.6130060,11
무주오리펜션,여관업,전북특별자치도 무주군 설천면 구천동로 1051,35.9068187,127.7609311,35.9067210,127.7609510,11
힐링 스테이,여관업,전북특별자치도 완주군 구이면 덕골길 11,35.6557030,127.1092842,35.6556568,127.1093917,11
맨하탄 모텔,여관업,전북특별자치도 순창군 순창읍 대동로 41,35.3668091,127.1457410,35.3668421,127.1456273,11
박군,숙박업(생활),전북특별자치도 고창군 상하면 장산길 20,35.4427053,126.4718762,35.4426479,126.4717783,11
변산쉴만한물가펜션,숙박업(생활),전북특별자치도 부안군 변산면 지서로 30,35.6675448,126.5302538,35.6675112,126.5303673,11
무주펜션 꿈꾸는 나무별,숙박업(생활),전북특별자치도 무주군 설천면 구천동1로 135-21,35.8991180,127.7745384,35.8991892,127.7744551,11
소풍모텔,여관업,전북특별자치도 김제시 금구면 월전1길 24-7,35.7781880,127.0308901,35.7782608,127.0309707,11
MJ모텔,숙박업 기타,"전북특별자치도 무주군 무주읍 한풍루로 323, 2층, 3층",36.0043453,127.6611295,36.0043378,127.6612500,11
힐링카운티 200동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 233-47,35.4329891,126.7460641,35.4330685,126.7461337,11
덕화리버사이드모텔,여관업,전북특별자치도 무주군 무주읍 당산강변로 146,36.0034296,127.6574428,36.0035129,127.6575052,11
다다호스텔,숙박업(생활),"전북특별자치도 전주시 완산구 전주객사2길 37, 3층~4층 (다가동3가)",35.8183611,127.1403901,35.8184094,127.1404944,11
무등파크장,여관업,"전북특별자치도 정읍시 순정로 2214, 무등모텔 (부전동)",35.5283807,126.8966606,35.5284626,126.8965962,11
호텔아리아,여관업,전북특별자치도 전주시 덕진구 산정1길 12-4 (산정동),35.8371030,127.1691807,35.8371829,127.1691127,11
백암레져,숙박업 기타,전북특별자치도 무주군 설천면 만선로 32,35.9104638,127.7560134,35.9103673,127.7560005,11
벽골제모텔,여관업,전북특별자치도 김제시 만경로 23 (서암동),35.8090767,126.8722157,35.8090390,126.8721055,11
째즈 호텔,여관업,전북특별자치도 완주군 봉동읍 둔산2로 33-4,35.9586059,127.1227774,35.9585110,127.1227585,11
청수장모텔,여관업,전북특별자치도 임실군 임실읍 봉황8길 6,35.6149220,127.2811658,35.6149969,127.2812398,11
호텔야자전주터미널점,여관업,전북특별자치도 전주시 덕진구 용산2길 13 (금암동),35.8359560,127.1317484,35.8359159,127.1316415,11
국사봉모텔,여관업,전북특별자치도 임실군 운암면 국사봉로 779,35.6414278,127.1530865,35.6414982,127.1531643,11
BB호텔,여관업,전북특별자치도 군산시 현충로 88 (나운동),35.9630108,126.6896094,35.9629800,126.6894992,10
유어홈스윗홈인전주(Your Home Sweet Home in Jeonju),여관업,전북특별자치도 전주시 완산구 충경로 1 (다가동3가),35.8168025,127.1397401,35.8167112,127.1397680,10
힐모텔,여관업,전북특별자치도 고창군 고창읍 고인돌대로 1953,35.4535177,126.6950767,35.4535383,126.6949643,10
명품 무인 호텔,일반호텔,전북특별자치도 완주군 소양면 상관소양로 1100-11,35.8412223,127.2737849,35.8412466,127.2738966,10
모텔소풍,여관업,전북특별자치도 정읍시 연지시장2길 25 (연지동),35.5740753,126.8459906,35.5740043,126.8459155,10
로얄파크장여관,여관업,전북특별자치도 순창군 복흥면 추령로 1736-7,35.4736646,126.9272097,35.4735943,126.9272849,10
영월여인숙,여인숙업,전북특별자치도 익산시 익산대로 196 (창인동1가),35.9434590,126.9487272,35.9434203,126.9488319,10
서울여인숙,여인숙업,전북특별자치도 익산시 익산대로 196 (창인동1가),35.9434590,126.9487272,35.9434203,126.9488319,10
호텔아이,일반호텔,전북특별자치도 전주시 완산구 홍산북로 84 (효자동3가),35.8172916,127.1106726,35.8172978,127.1107869,10
변산장여관,여관업,전북특별자치도 부안군 행안면 변산로 64-6,35.7296209,126.7146027,35.7295289,126.7145865,10
더 쉼2(관광펜션),여관업,전북특별자치도 정읍시 첨단과학로 768 (쌍암동),35.5105714,126.8916040,35.5105758,126.8914903,10
아우백,여관업,전북특별자치도 김제시 금구면 봉두로 43,35.7740418,127.0068497,35.7740051,127.0069543,10
시고르펜션,숙박업(생활),"전북특별자치도 무주군 설천면 구천동로 844, 2층",35.9055532,127.7815151,35.9054807,127.7815851,10
가온리조트,숙박업(생활),전북특별자치도 부안군 변산면 변산우회길 3-16,35.6781420,126.5313922,35.6780972,126.5314909,10
대산모텔,여관업,"전북특별자치도 고창군 대산면 대산길 6, 대산모텔",35.3420898,126.6064721,35.3421121,126.6063643,10
파라다이스호텔,일반호텔,전북특별자치도 군산시 조촌1길 21 (경장동),35.9691799,126.7338203,35.9691301,126.7337270,10
광은장 여관,여인숙업,전북특별자치도 남원시 광한북로 106-1 (동충동),35.4119163,127.3820767,35.4118676,127.3821702,10
가든장 여관,여관업,"전북특별자치도 고창군 고창읍 중앙로 217-1, 가든모텔",35.4354758,126.6993448,35.4355135,126.6992446,10
문리버,숙박업(생활),전북특별자치도 무주군 무풍면 구천동로 289-4,35.8815887,127.8213791,35.8815131,127.8213192,10
파인트리하우스,숙박업(생활),전북특별자치도 무주군 설천면 구천동로 882,35.9083356,127.7789354,35.9084241,127.7789177,10
레이시모텔,여관업,전북특별자치도 정읍시 신태인읍 평화3길 70,35.6908538,126.8831509,35.6907643,126.8831524,10
타임(Time),일반호텔,전북특별자치도 군산시 소룡2길 41 (소룡동),35.9720654,126.6764784,35.9721531,126.6764943,10
해피트리 고사포 유한회사,숙박업(생활),전북특별자치도 부안군 변산면 노루목길 8-8,35.6638579,126.5104745,35.6638864,126.5103715,10
라이프펜션,숙박업(생활),전북특별자치도 무주군 설천면 내배방길 22-1,35.9125824,127.7570238,35.9126445,127.7569465,10
궁,여관업,전북특별자치도 군산시 서래내길 46 (경암동),35.9784422,126.7256491,35.9783728,126.7255818,10
킹무인호텔.모텔,숙박업 기타,전북특별자치도 남원시 주천면 원천로 345-60,35.4022714,127.4288805,35.4022709,127.4289881,10
목화장여관,여관업,전북특별자치도 김제시 동서3길 32 (요촌동),35.7990826,126.8836127,35.7989962,126.8836300,10
그랜드스키.그랜드모텔,여관업,전북특별자치도 무주군 설천면 만선로 74-1,35.9065960,127.7553035,35.9065870,127.7551962,10
팰리스,여관업,전북특별자치도 익산시 인북로4길 22 (인화동1가),35.9299492,126.9517031,35.9300239,126.9517588,10
설국,숙박업(생활),전북특별자치도 무주군 설천면 원삼공2길 9-7,35.9080272,127.7803199,35.9081034,127.7802673,10
로망,여관업,전북특별자치도 익산시 인북로2길 6 (인화동1가),35.9296386,126.9498005,35.9296163,126.9499047,10
에이치에비뉴 중화산점,여관업,전북특별자치도 전주시 완산구 어은로 12-4 (중화산동2가),35.8162803,127.1241507,35.8163664,127.1241684,10
애플 모텔,여관업,전북특별자치도 정읍시 연지1길 56 (연지동),35.5735711,126.8448503,35.5736565,126.8448708,10
지리산월광모텔,여관업,전북특별자치도 남원시 산내면 천왕봉로 628,35.4244799,127.6235922,35.4244002,127.6235499,10
리베라모텔,여관업,전북특별자치도 임실군 운암면 강운로 1281,35.6086387,127.1062005,35.6086534,127.1060954,10
뉴꿈의궁전모텔,여관업,전북특별자치도 전주시 덕진구 용산3길 12-5 (금암동),35.8361591,127.1321873,35.8362388,127.1321455,10
청암스테이,일반호텔,"전북특별자치도 군산시 옥산면 대려2길 16, 1층",35.9354943,126.7441638,35.9355029,126.7440578,10
드라이브인무인텔풍,여관업,전북특별자치도 군산시 가도안1길 67 (오식도동),35.9467728,126.5640886,35.9466869,126.5640959,10
에이치에비뉴전주터미널점,여관업,"전북특별자치도 전주시 덕진구 용산3길 12 (금암동,외1필지)",35.8366070,127.1321830,35.8365883,127.1320794,10
모텔탑,여관업,전북특별자치도 김제시 콩쥐팥쥐로 95-29 (순동),35.8095195,126.9154527,35.8095097,126.9153476,10
이화 모텔,여관업,전북특별자치도 완주군 삼례읍 동학로 36-9,35.9109026,127.0756172,35.9109535,127.0757023,10
싸이버모텔,여관업,전북특별자치도 군산시 조촌안5길 54-4 (경장동),35.9709847,126.7336034,35.9709874,126.7337090,10
마이 휴 스테이,숙박업(생활),전북특별자치도 진안군 진안읍 대광길 110,35.7849734,127.4161477,35.7850073,127.4160519,9
에꼬빌(꽃도라지동),숙박업(생활),전북특별자치도 무주군 설천면 구천동로 954-17,35.9072620,127.7713625,35.9073452,127.7713437,9
호텔 위더스,일반호텔,전북특별자치도 군산시 비응남1길 13 (비응도동),35.9376908,126.5265543,35.9377635,126.5265011,9
목화장여관,여관업,전북특별자치도 군산시 구영3길 71 (신창동),35.9879049,126.7085616,35.9878311,126.7086114,9
힐링카운티 9동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-46,35.4315521,126.7447889,35.4316257,126.7447396,9
제이메이트,여관업,"전북특별자치도 전주시 완산구 홍산북로 60-12, 2~5층 (효자동3가)",35.8170692,127.1079872,35.8170370,127.1078923,9
스테이리조트,숙박업(생활),전북특별자치도 부안군 변산면 변산해변로 799-53,35.6682010,126.5165693,35.6681673,126.5166625,9
중앙장여관,여관업,전북특별자치도 군산시 중앙로 29 (대명동),35.9772788,126.7219629,35.9772258,126.7220412,9
바다호텔,일반호텔,전북특별자치도 부안군 변산면 채석강길 38,35.6270518,126.4689624,35.6270821,126.4690568,9
현대모텔,여관업,"전북특별자치도 부안군 부안읍 동중1길 26-8 (,134-9)",35.7277780,126.7358288,35.7278474,126.7357751,9
Hotel 174,여관업,전북특별자치도 익산시 인북로1길 25 (인화동1가),35.9304045,126.9466002,35.9303648,126.9465117,9
마이산 콘도 빌,숙박업(생활),전북특별자치도 진안군 진안읍 마이산로 263,35.7655801,127.4157312,35.7655988,127.4158294,9
한일파크여관,여관업,전북특별자치도 남원시 용성로 112-1 (죽항동),35.4094370,127.3886171,35.4093896,127.3885357,9
W모텔,여관업,전북특별자치도 군산시 서래내길 26 (경암동),35.9766210,126.7255306,35.9766237,126.7256313,9
알바트로스,여관업,전북특별자치도 군산시 경암1길 13 (경장동),35.9734429,126.7274992,35.9733624,126.7274842,9
노리터 콘도,숙박업(생활),전북특별자치도 무주군 설천면 내배방길 9,35.9114330,127.7571042,35.9114286,127.7570040,9
하센호텔,여관업,전북특별자치도 군산시 백릉안5길 59 (경장동),35.9703833,126.7325702,35.9703027,126.7325612,9
카도스테이,숙박업(생활),"전북특별자치도 군산시 구영4길 33, 2층 (영화동)",35.9896312,126.7101417,35.9896936,126.7100785,9
good(굿) 모텔,여관업,전북특별자치도 부안군 진서면 곰소윗길 77-20,35.5927656,126.6132503,35.5927917,126.6131566,9
제이엔케이(JNK),일반호텔,전북특별자치도 군산시 백릉안1길 20 (경장동),35.9703982,126.7316144,35.9704097,126.7315170,9
N파크,여관업,전북특별자치도 익산시 배산로6길 29-1 (모현동1가),35.9423932,126.9412408,35.9424577,126.9411830,9
한마음,숙박업(생활),전북특별자치도 무주군 설천면 외배방길 21,35.9088859,127.7576116,35.9088128,127.7575724,9
투헤븐호텔,여관업,"전북특별자치도 전주시 덕진구 용산2길 7 (금암동,외 1필지)",35.8363178,127.1314035,35.8362692,127.1313256,9
채석강그랜드모텔,여관업,전북특별자치도 부안군 변산면 채석강길 7,35.6269619,126.4719136,35.6270405,126.4719295,9
타임,여관업,전북특별자치도 전주시 완산구 홍산북로 46-5 (효자동3가),35.8170701,127.1071643,35.8170702,127.1070662,9
썬모텔,여관업,전북특별자치도 김제시 진남길 16-9 (연정동),35.7962801,126.8648849,35.7962918,126.8649817,9
스위스모텔,여관업,전북특별자치도 정읍시 명륜길 9-5 (수성동),35.5704540,126.8503339,35.5705073,126.8504059,9
고산스테이,숙박업(생활),"전북특별자치도 완주군 고산면 송학길 10, 2층",35.9774418,127.2237816,35.9774837,127.2238645,9
메이호텔,여관업,전북특별자치도 군산시 부곡4길 18-1 (나운동),35.9623390,126.6905430,35.9622715,126.6904923,9
쏠모텔,일반호텔,전북특별자치도 군산시 상나운3길 11 (나운동),35.9636432,126.6920343,35.9636182,126.6919416,9
산새소리,숙박업(생활),전북특별자치도 무주군 설천면 구천동1로 135-13,35.8986257,127.7745024,35.8985579,127.7744523,9
오아시스호텔,여관업,전북특별자치도 전주시 완산구 천경로 38 (동서학동),35.8097734,127.1534789,35.8098079,127.1535661,9
드라마모텔,여관업,전북특별자치도 익산시 금마면 향산길 7,36.0094721,127.0191918,36.0094959,127.0190994,9
몽블랑여관,여관업,전북특별자치도 무주군 무풍면 구천동로 521,35.9006060,127.8135850,35.9006066,127.8136816,9
알리앙스호텔,여관업,전북특별자치도 익산시 인북로4길 53 (인화동2가),35.9293212,126.9552912,35.9293620,126.9553735,9
지리산 산마루힐링센터,여관업,"전북특별자치도 남원시 주천면 운봉로 119, 주1동 1~3층",35.3946219,127.5048285,35.3946835,127.5048870,9
애드가모텔,여관업,전북특별자치도 임실군 오수면 오수7길 60-4,35.5387570,127.3265822,35.5386816,127.3266058,9
서래원모텔,여관업,전북특별자치도 정읍시 첨단과학로 766 (쌍암동),35.5107138,126.8911303,35.5106569,126.8910655,9
그린파크장여관,여관업,"전북특별자치도 고창군 고창읍 화신1길 23, 그린파크장",35.4363531,126.6950328,35.4363497,126.6949379,9
소울모텔,여관업,"전북특별자치도 전주시 덕진구 아중4길 14-9 (우아동2가,외1필지)",35.8311344,127.1731442,35.8310610,127.1731730,9
금영여인숙,여인숙업,전북특별자치도 남원시 용성로 102-5 (죽항동),35.4091953,127.3879236,35.4092026,127.3878296,9
이레 스테이,숙박업(생활),전북특별자치도 정읍시 용산호반길 26-4 (신정동),35.5057205,126.8538487,35.5057972,126.8538443,9
보엠,숙박업(생활),전북특별자치도 완주군 상관면 춘향로 4355,35.7395288,127.2229110,35.7394603,127.2229537,9
보헤미안,숙박업 기타,"전북특별자치도 완주군 상관면 춘향로 4355, 2층",35.7395288,127.2229110,35.7394603,127.2229537,9
추령스테이,숙박업 기타,"전북특별자치도 순창군 복흥면 추령로 1736-3, 2-3층",35.4736460,126.9268805,35.4735971,126.9269530,9
강선달힐링센터,숙박업(생활),전북특별자치도 고창군 상하면 구시포해변길 160-3,35.4443445,126.4412982,35.4443363,126.4413916,9
위즈,여관업,전북특별자치도 김제시 동서1길 14 (옥산동),35.7973917,126.8813593,35.7973928,126.8814533,8
강천산 붐 모텔,여관업,전북특별자치도 순창군 팔덕면 강천산길 88,35.4089371,127.0687232,35.4089756,127.0686428,8
하늘채,숙박업(생활),전북특별자치도 무주군 설천면 내배방길 8-1,35.9117387,127.7579357,35.9117695,127.7578501,8
알프스산장모텔,여관업,전북특별자치도 정읍시 내장산로 915-16 (내장동),35.4955208,126.9278043,35.4955932,126.9278320,8
클레오파트라모텔,여관업,전북특별자치도 익산시 목천로1길 12-16 (인화동1가),35.9309698,126.9466574,35.9309458,126.9467461,8
샵,여관업,전북특별자치도 익산시 인북로6길 28 (인화동2가),35.9301417,126.9527006,35.9302167,126.9527126,8
무주조은펜션,숙박업(생활),전북특별자치도 무주군 설천면 구천동1로 135-5,35.8980158,127.7749846,35.8979508,127.7750287,8
역전여인숙,여인숙업,전북특별자치도 군산시 대명3길 11 (대명동),35.9805902,126.7203405,35.9806641,126.7203439,8
지리산 뱀사골 리움펜션,숙박업(생활),"전북특별자치도 남원시 산내면 지리산로 829, 1-2동",35.3763973,127.5804613,35.3764554,127.5804055,8
써미트스테이,일반호텔,전북특별자치도 전주시 덕진구 정언신로 186 (우아동2가),35.8317370,127.1735881,35.8317347,127.1736791,8
큐모텔,여관업,전북특별자치도 완주군 봉동읍 봉동로 133-5,35.9368947,127.1675081,35.9368753,127.1674202,8
편지무인모텔,여관업,전북특별자치도 부안군 변산면 격포로 133,35.6288570,126.4753756,35.6288097,126.4754453,8
무주아일랜드,숙박업(생활),전북특별자치도 무주군 설천면 외배방길 16 (외 1필지),35.9088476,127.7580758,35.9087946,127.7581390,8
스노우밸리,숙박업(생활),전북특별자치도 무주군 설천면 만선로 36-37,35.9091425,127.7545748,35.9091793,127.7546535,8
오성모텔,여관업,전북특별자치도 김제시 만경로 45 (서암동),35.8103946,126.8710353,35.8104216,126.8709509,8
카나리아,여관업,전북특별자치도 군산시 조촌안5길 43 (경장동),35.9717168,126.7341159,35.9717673,126.7340498,8
메이드호텔,일반호텔,전북특별자치도 전주시 덕진구 산정2길 12-8 (산정동),35.8372785,127.1698376,35.8373324,127.1697761,8
지평선모텔,여관업,전북특별자치도 김제시 만경로 21 (서암동),35.8089663,126.8725002,35.8089195,126.8725697,8
호텔야자,일반호텔,"전북특별자치도 전주시 완산구 전주객사5길 64-4 (고사동,.13)",35.8208672,127.1453293,35.8209286,127.1452804,8
장미모텔,여인숙업,전북특별자치도 남원시 봉당길 13-9 (동충동),35.4122508,127.3831618,35.4122355,127.3830741,8
호텔서동스테이,여관업,전북특별자치도 익산시 배산로6길 25 (모현동1가),35.9427148,126.9407004,35.9426423,126.9406897,8
변산리조트,숙박업(생활),전북특별자치도 부안군 변산면 격포로 453-10,35.6057988,126.4854409,35.6057311,126.4854741,8
여림재펜션,숙박업(생활),전북특별자치도 완주군 상관면 죽림편백길 96,35.7442572,127.2118035,35.7443173,127.2117530,8
비채호텔,일반호텔,전북특별자치도 전주시 덕진구 아중4길 14 (우아동2가),35.8306417,127.1739369,35.8306197,127.1738523,8
디드라이브인무인텔,여관업,전북특별자치도 전주시 덕진구 아중2길 10-5 (우아동2가),35.8300791,127.1742340,35.8300113,127.1742627,8
큐드라이브인무인텔2,여관업,전북특별자치도 김제시 진남길 21 (연정동),35.7967149,126.8653117,35.7967624,126.8652456,8
동남장,여관업,전북특별자치도 부안군 변산면 격포항길 31,35.6233261,126.4710325,35.6233267,126.4711207,8
씨티보이원,숙박업 기타,전북특별자치도 전주시 덕진구 아중4길 19-3 (우아동2가),35.8300538,127.1734960,35.8299880,127.1735307,8
찜,여관업,전북특별자치도 김제시 콩쥐팥쥐로 95-14 (순동),35.8088447,126.9152175,35.8088910,126.9151502,8
현대파크장,여관업,전북특별자치도 정읍시 중앙로 23-1 (연지동),35.5737682,126.8455348,35.5737756,126.8456222,8
뷰모텔,여관업,전북특별자치도 군산시 소룡1길 52 (소룡동),35.9726951,126.6763620,35.9726383,126.6763089,8
에이스무인텔,여관업,"전북특별자치도 군산시 조촌안5길 59 (경장동, 외 1필지)",35.9706378,126.7342210,35.9705668,126.7342231,8
호텔아지트 신시가지점,여관업,전북특별자치도 전주시 완산구 홍산북로 46-11 (효자동3가),35.8170698,127.1075206,35.8170742,127.1074333,8
위드유호텔(with u hotel),여관업,전북특별자치도 완주군 봉동읍 봉동로 105,35.9344168,127.1682481,35.9344251,127.1681614,8
제이제이리조트,숙박업(생활),전북특별자치도 부안군 변산면 궁항로 87,35.6038478,126.4747584,35.6038945,126.4748235,8
짝모텔,여관업,전북특별자치도 군산시 상나운3길 15 (나운동),35.9637790,126.6917631,35.9637543,126.6916814,8
다온펜션,숙박업(생활),전북특별자치도 무주군 무풍면 구천동로 323,35.8849963,127.8209744,35.8850644,127.8209957,8
보그모텔,여관업,전북특별자치도 고창군 흥덕면 부안로 27,35.5249270,126.7094695,35.5249606,126.7093937,8
스테이노트,숙박업(생활),"전북특별자치도 전주시 완산구 전라감영로 19-8, 1층~3층 (다가동1가)",35.8151689,127.1417011,35.8150994,127.1417129,8
GoGo 가즈아-텔 격포1호점,여관업,전북특별자치도 부안군 변산면 종암길 22,35.6359949,126.4804289,35.6360431,126.4803663,8
맨하탄모텔,여관업,전북특별자치도 익산시 배산로6길 21-1 (모현동1가),35.9428567,126.9405557,35.9429125,126.9406079,8
여지,여관업,전북특별자치도 전주시 완산구 팔달로 202-16 (경원동3가),35.8204486,127.1469689,35.8203788,127.1469639,8
뷰모텔,여관업,전북특별자치도 부안군 부안읍 동중1길 26-14,35.7276024,126.7356697,35.7275341,126.7356530,8
탑 클라우드호텔 군산,일반호텔,전북특별자치도 군산시 번영로 150-13 (경장동),35.9646766,126.7357634,35.9647461,126.7357662,8
금정모텔여관,여관업,"전북특별자치도 부안군 변산면 방파제길 33-1 (,302-42)",35.6247265,126.4705142,35.6246595,126.4705353,8
궁항리조트,숙박업(생활),전북특별자치도 부안군 변산면 궁항로 150-1,35.6041913,126.4701166,35.6042243,126.4701914,8
내변산,여관업,전북특별자치도 부안군 상서면 노적길 10-14,35.6587739,126.6141337,35.6588346,126.6140932,8
힐링카운티 17동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 233-45,35.4327787,126.7458139,35.4328458,126.7457944,8
기린원,여관업,"전북특별자치도 전주시 덕진구 팔달로 330-16, 1,2,3층 (진북동)",35.8304400,127.1404887,35.8303765,127.1404567,8
하센히든호텔,여관업,전북특별자치도 전주시 덕진구 덕진연못2길 9-5 (덕진동1가),35.8459424,127.1217742,35.8458793,127.1218070,8
로그하우스펜션,숙박업(생활),"전북특별자치도 무주군 설천면 만선로 84, 2층",35.9060220,127.7551143,35.9059563,127.7551368,8
단체여행 참 편한 집,여관업,전북특별자치도 군산시 미원안길 38-6 (중앙로3가),35.9805088,126.7187168,35.9805391,126.7187923,8
에덴파크,여관업,전북특별자치도 정읍시 신태인읍 정신로 1170,35.6889634,126.8850434,35.6889202,126.8849787,8
샘물모텔,여관업,전북특별자치도 익산시 고봉로 306 (영등동),35.9592722,126.9714423,35.9592608,126.9715252,8
칸모텔,여관업,전북특별자치도 군산시 상나운3길 13 (나운동),35.9637253,126.6918703,35.9636838,126.6918038,8
귀빈펜션,숙박업 기타,전북특별자치도 무주군 설천면 구천동1로 135-7,35.8980111,127.7745040,35.8979439,127.7744925,8
전주마리호텔,여관업,전북특별자치도 전주시 덕진구 아중중앙로 26 (우아동2가),35.8305839,127.1721316,35.8306509,127.1721190,8
파크장선유동여관,여관업,전북특별자치도 순창군 복흥면 추령로 1706,35.4715519,126.9281507,35.4715781,126.9282275,8
마법의 성 펜션,숙박업(생활),전북특별자치도 무주군 설천면 내배방길 27-1,35.9127271,127.7557405,35.9127144,127.7556585,8
돈키호테,여관업,"전북특별자치도 전주시 덕진구 산정3길 17, 1-4층 (산정동)",35.8381309,127.1696746,35.8380829,127.1697328,7
해비치모텔,여관업,전북특별자치도 남원시 인월면 천왕봉로 52,35.4609235,127.6053516,35.4609301,127.6052694,7
로또모텔,숙박업 기타,"전북특별자치도 전주시 완산구 풍남문2길 121-28, 1층~2층 (다가동1가)",35.8140843,127.1425636,35.8141445,127.1425277,7
토토장여관,여관업,전북특별자치도 전주시 덕진구 가리내로 42-27 (금암동),35.8347347,127.1309922,35.8348011,127.1309842,7
아르코스파펜션,숙박업(생활),전북특별자치도 부안군 변산면 변산해변로 799-55,35.6683526,126.5166730,35.6683568,126.5167549,7
지리산 다온,숙박업(생활),"전북특별자치도 남원시 산내면 지리산로 827, 2-4층",35.3762264,127.5804434,35.3762229,127.5803620,7
솔호텔,여관업,전북특별자치도 전주시 덕진구 아중2길 22-4 (우아동2가),35.8295007,127.1733666,35.8294761,127.1732904,7
제이엔케이 호텔,여관업,전북특별자치도 군산시 백릉안1길 17 (경장동),35.9700548,126.7314328,35.9699906,126.7314536,7
