업소명,업태,주소,원본_위도,원본_경도,VWorld_위도,VWorld_경도,오차_m
정상파크장,여관업,전북특별자치도 순창군 복흥면 추령로 1792-23,35.4788069,126.9282436,35.4788063,126.9282660,2
소풍펜션,숙박업(생활),전북특별자치도 무주군 설천면 내배방길 9-1,35.9112579,127.7569880,35.9112654,127.7569677,2
스테이오늘 익산평화점,여관업,전북특별자치도 익산시 익산대로4길 17 (평화동),35.9323080,126.9460840,35.9323235,126.9460954,2
전주한옥마을숙소 호텔 북앤타이프,여관업,전북특별자치도 전주시 완산구 전동성당길 33-13 (경원동2가),35.8177278,127.1495933,35.8177452,127.1495875,2
호텔 엘타워,일반호텔,전북특별자치도 군산시 부곡1길 52 (나운동),35.9607819,126.6912031,35.9607749,126.6911827,2
제니홈,여관업,전북특별자치도 전주시 덕진구 장재안길 6 (우아동3가),35.8517086,127.1598627,35.8517247,127.1598724,2
진안파크,여관업,전북특별자치도 진안군 진안읍 진무로 1100-6,35.7915138,127.4288590,35.7915009,127.4288439,2
해인펜션,숙박업(생활),전북특별자치도 부안군 변산면 궁항로 72-10,35.6050409,126.4759958,35.6050575,126.4760038,2
라온하제호텔,일반호텔,전북특별자치도 군산시 비응안1길 6 (비응도동),35.9417770,126.5312145,35.9417673,126.5312329,2
라벤하임모텔,여관업,전북특별자치도 부안군 부안읍 동중1길 17,35.7286954,126.7361336,35.7286777,126.7361323,2
첼로,여관업,전북특별자치도 정읍시 연지시장2길 26 (연지동),35.5742333,126.8457876,35.5742437,126.8457700,2
동해모텔,여관업,전북특별자치도 익산시 동서로 340 (영등동),35.9501097,126.9710249,35.9501202,126.9710073,2
팔마장여관,여관업,전북특별자치도 군산시 동팔마길 7-5 (동흥남동),35.9755099,126.7232955,35.9755170,126.7233155,2
삼성여인숙,여인숙업,전북특별자치도 익산시 익산대로 190-8 (창인동1가),35.9429869,126.9487612,35.9429894,126.9487398,2
용담장,여관업,전북특별자치도 완주군 고산면 대아저수로 439,35.9910674,127.2620990,35.9910763,127.2620804,2
웰컴호텔,일반호텔,전북특별자치도 군산시 가도2길 57 (오식도동),35.9472891,126.5676495,35.9472975,126.5676685,2
청실장여관,여관업,전북특별자치도 전주시 덕진구 용산3길 36 (금암동),35.8350290,127.1340838,35.8350429,127.1340711,2
모란장여관,여관업,전북특별자치도 전주시 덕진구 기린대로 252-11 (진북동),35.8294396,127.1437993,35.8294230,127.1437939,2
서해모텔,여관업,전북특별자치도 군산시 현충로 86 (나운동),35.9628698,126.6895095,35.9628534,126.6895149,2
캐슬모텔,여관업,전북특별자치도 전주시 덕진구 아중4길 10-4 (우아동2가),35.8308735,127.1741069,35.8308624,127.1741226,2
엘호텔,여관업,전북특별자치도 군산시 부곡4길 19 (나운동),35.9620684,126.6900959,35.9620674,126.6901166,2
스카이모텔,여관업,전북특별자치도 정읍시 명덕로 50 (연지동),35.5751406,126.8450426,35.5751573,126.8450412,2
엘도라도,여관업,전북특별자치도 군산시 임피면 동군산로 681,35.9842475,126.8486506,35.9842482,126.8486713,2
동황파크,여관업,전북특별자치도 익산시 인북로 108-26 (갈산동),35.9384685,126.9545199,35.9384835,126.9545291,2
샤르모텔,여관업,전북특별자치도 부안군 부안읍 석정로 199-4,35.7278225,126.7375832,35.7278145,126.7376012,2
한양여관,여관업,"전북특별자치도 고창군 고창읍 남정10길 17, 한양장",35.4337734,126.6989768,35.4337578,126.6989839,2
보보스,여관업,전북특별자치도 남원시 충정로 230-10 (도통동),35.4225519,127.3945269,35.4225460,127.3945081,2
대성파크장,여관업,전북특별자치도 정읍시 명륜길 9-7 (수성동),35.5702105,126.8505903,35.5702250,126.8505808,2
필 모텔,여관업,전북특별자치도 김제시 벽지산로 258 (교동),35.7983846,126.8765184,35.7983687,126.8765224,2
로즈마리모텔,여관업,전북특별자치도 전주시 덕진구 용산1길 11-1 (금암동),35.8355330,127.1307053,35.8355395,127.1306870,2
바다 풍경이 아름다운 섬호텔(군산비응항점),일반호텔,전북특별자치도 군산시 비응남로 38 (비응도동),35.9384721,126.5267598,35.9384575,126.5267685,2
파인모텔,여관업,전북특별자치도 전주시 완산구 현무3길 54 (중노송동),35.8220985,127.1504583,35.8221019,127.1504389,2
24게스트하우스 전주점,숙박업(생활),"전북특별자치도 전주시 완산구 현무3길 56, 1~3층 (중노송동)",35.8221969,127.1503409,35.8221814,127.1503357,2
라임호텔,일반호텔,전북특별자치도 전주시 덕진구 아중4길 13-3 (우아동2가),35.8301573,127.1739882,35.8301726,127.1739823,2
성수장여관,여관업,전북특별자치도 군산시 소룡1길 45 (소룡동),35.9725107,126.6759437,35.9725002,126.6759287,2
스테이코지,숙박업 기타,"전북특별자치도 전주시 완산구 팔달로 150-3, 2층 (전동)",35.8159092,127.1481934,35.8159249,127.1481896,2
스테이인 1025,일반호텔,전북특별자치도 군산시 정자로 91 (내흥동),36.0005298,126.7537798,36.0005247,126.7537614,2
짬모텔,여관업,전북특별자치도 군산시 미원1길 9 (미원동),35.9804671,126.7161651,35.9804817,126.7161722,2
모텔수,여관업,전북특별자치도 김제시 콩쥐팥쥐로 95-23 (순동),35.8092072,126.9147234,35.8091917,126.9147248,2
V모텔,여관업,전북특별자치도 익산시 인북로2길 17 (인화동1가),35.9295626,126.9510832,35.9295777,126.9510881,2
휴모텔,여관업,전북특별자치도 완주군 봉동읍 둔산2로 34,35.9584647,127.1233955,35.9584768,127.1234077,2
야성여인숙,여인숙업,전북특별자치도 군산시 대명2길 5 (중앙로3가),35.9806969,126.7193135,35.9807123,126.7193124,2
새 상사모텔,여관업,전북특별자치도 임실군 신덕면 신덕평로 742,35.6743990,127.1645557,35.6743836,127.1645546,2
로얄장,여관업,전북특별자치도 정읍시 명륜길 11-15 (수성동),35.5698943,126.8503876,35.5698812,126.8503776,2
안모텔,여관업,전북특별자치도 김제시 동헌3길 9 (요촌동),35.7996641,126.8843655,35.7996563,126.8843817,2
리본호텔,여관업,전북특별자치도 익산시 익산대로4길 22 (인화동1가),35.9318696,126.9464051,35.9318845,126.9464014,2
큐피트,여관업,전북특별자치도 전주시 덕진구 산정3길 19-1 (산정동),35.8380425,127.1695072,35.8380385,127.1695253,2
모텔쿡,여관업,전북특별자치도 전주시 완산구 홍산북로 84-10 (효자동3가),35.8170663,127.1106720,35.8170795,127.1106812,2
영하우스,일반호텔,"전북특별자치도 전주시 완산구 팔달로 292-4, 1층,2층~3층 (서노송동)",35.8279401,127.1428936,35.8279552,127.1428943,2
시드니파크장여관,여관업,전북특별자치도 익산시 배산로6길 29 (모현동1가),35.9425078,126.9410357,35.9424934,126.9410416,2
(유) 드라이브 무인텔 탐스,여관업,전북특별자치도 김제시 벽성로 386 (서암동),35.8067611,126.8755041,35.8067497,126.8754918,2
엔브릿지호텔,숙박업 기타,"전북특별자치도 전주시 완산구 전주천서로 81, 1,2,3,4층 (동서학동)",35.8098987,127.1524164,35.8098844,127.1524110,2
잉꼬장여관,여관업,전북특별자치도 전주시 완산구 풍남문4길 26-28 (중앙동4가),35.8144201,127.1462445,35.8144070,127.1462355,2
몽블랑모텔,여관업,전북특별자치도 전주시 완산구 한두평2길 11 (중화산동2가),35.8137048,127.1241695,35.8137197,127.1241688,2
스테이 혜오(stay HYEO),일반호텔,"전북특별자치도 전주시 완산구 전라감영3길 8, 1, 2층 (중앙동4가)",35.8159786,127.1435102,35.8159722,127.1434938,2
국보장여관,여관업,전북특별자치도 전주시 덕진구 도당산2길 7-2 (우아동3가),35.8466150,127.1552901,35.8466030,127.1553008,2
수모텔,여관업,전북특별자치도 남원시 옥정5길 12-8 (향교동),35.4156938,127.3878773,35.4157075,127.3878709,2
말마니호스텔,숙박업(생활),전북특별자치도 전주시 완산구 현무1길 21-27 (경원동3가),35.8203156,127.1470916,35.8203266,127.1471034,2
바다가 보이는 펜션,여관업,전북특별자치도 부안군 변산면 궁항영상길 34,35.6061053,126.4680475,35.6060998,126.4680641,2
스테이 네슬(STAY NESL),여관업,전북특별자치도 전주시 완산구 풍남문2길 89-3 (전동3가),35.8129786,127.1445191,35.8129745,127.1445362,2
이츠호텔,여관업,전북특별자치도 전주시 덕진구 아중2길 18-6 (우아동2가),35.8297681,127.1736447,35.8297825,127.1736441,2
호텔야자 중화산점,일반호텔,전북특별자치도 전주시 완산구 한두평3길 5 (중화산동2가),35.8148944,127.1234973,35.8149040,127.1235104,2
호텔 삼례미술관,숙박업 기타,전북특별자치도 완주군 삼례읍 동학로 38-6,35.9111167,127.0752433,35.9111126,127.0752603,2
엠플러스모텔,여관업,전북특별자치도 익산시 목천로7길 6 (인화동1가),35.9298069,126.9508974,35.9297933,126.9508919,2
황금호텔,여관업,"전북특별자치도 전주시 덕진구 용산3길 25, 1-6층 (금암동)",35.8357961,127.1335970,35.8358100,127.1336008,2
엠에이치호텔 중화산3호점,여관업,전북특별자치도 전주시 완산구 한두평2길 13-5 (중화산동2가),35.8140044,127.1242261,35.8140183,127.1242218,2
호텔 MH,일반호텔,전북특별자치도 군산시 장미2길 10 (장미동),35.9878873,126.7173228,35.9878746,126.7173150,2
노이호텔,여관업,전북특별자치도 전주시 덕진구 아중4길 21 (우아동2가),35.8300408,127.1729789,35.8300268,127.1729824,2
호텔 1945,일반호텔,전북특별자치도 군산시 부곡4길 22-5 (나운동),35.9627047,126.6901644,35.9627188,126.6901615,2
인모텔,여관업,전북특별자치도 익산시 목천로1길 12-12 (인화동1가),35.9307758,126.9462161,35.9307619,126.9462125,2
레몬무인텔,여관업,전북특별자치도 군산시 서래내길 16 (경암동),35.9757942,126.7256865,35.9758079,126.7256815,2
모먼트,여관업,전북특별자치도 전주시 덕진구 가리내로 126 (덕진동1가),35.8361080,127.1227274,35.8361157,127.1227127,2
마루(A),여관업,전북특별자치도 부안군 변산면 노루목길 8-5,35.6632742,126.5104530,35.6632794,126.5104368,2
어반브라운 호텔,일반호텔,전북특별자치도 군산시 부곡1길 65 (나운동),35.9620130,126.6915380,35.9620107,126.6915208,2
힐링카운티 5동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-41,35.4314696,126.7453511,35.4314813,126.7453414,2
힐링카운티 2동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-47,35.4312293,126.7447631,35.4312400,126.7447519,2
힐링카운티 6동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-39,35.4315505,126.7455487,35.4315589,126.7455348,2
씨에이호텔,일반호텔,"전북특별자치도 군산시 대학로 64, 3~7층 (명산동, 외 2필지)",35.9848297,126.7095908,35.9848322,126.7096077,2
힐링카운티 12동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-40,35.4317820,126.7453440,35.4317714,126.7453548,2
뉴 쉬리모텔,여관업,전북특별자치도 익산시 익산대로2길 43 (인화동1가),35.9311354,126.9486913,35.9311489,126.9486888,2
힐링카운티 3동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-45,35.4313094,126.7449591,35.4313209,126.7449503,2
수모텔,여관업,전북특별자치도 익산시 익산대로 57 (평화동),35.9319095,126.9435300,35.9319178,126.9435168,2
오성 여인숙,여인숙업,전북특별자치도 정읍시 연지시장1길 62-29 (연지동),35.5728551,126.8467162,35.5728510,126.8467004,1
뉴프린스관광모텔,여관업,전북특별자치도 정읍시 연지7길 9 (연지동),35.5739225,126.8441512,35.5739254,126.8441350,1
로케이션,숙박업 기타,"전북특별자치도 전주시 완산구 풍남문4길 25-6, 1층 (중앙동4가)",35.8146903,127.1450176,35.8146776,127.1450226,1
청하모텔,여관업,전북특별자치도 전주시 완산구 권삼득로 39 (서노송동),35.8257198,127.1482434,35.8257065,127.1482429,1
월출성여관,여관업,전북특별자치도 군산시 번영로 50-3 (경장동),35.9720626,126.7275917,35.9720578,126.7276070,1
홀인원무인텔,여관업,전북특별자치도 남원시 주천면 장백산로 156,35.4036620,127.4530805,35.4036514,127.4530903,1
힐링카운티 4동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-43,35.4313895,126.7451551,35.4314005,126.7451459,1
대화탕여관,여관업,전북특별자치도 전주시 덕진구 권삼득로 103 (진북동),35.8298940,127.1435044,35.8299020,127.1435173,1
기린게스트하우스,숙박업(생활),전북특별자치도 전주시 완산구 현무3길 34 (중노송동),35.8215138,127.1512670,35.8215244,127.1512574,1
피아노,여관업,전북특별자치도 익산시 익산대로8길 5 (평화동),35.9363327,126.9463436,35.9363458,126.9463420,1
엑스(X)모텔,여관업,전북특별자치도 전주시 완산구 한두평4길 9 (중화산동2가),35.8157950,127.1241004,35.8158079,127.1241033,1
더 설,여관업,전북특별자치도 정읍시 중앙로 205 (상동),35.5633469,126.8601316,35.5633598,126.8601300,1
한성장여관,여관업,전북특별자치도 남원시 용성로 41-64 (동충동),35.4104686,127.3810762,35.4104793,127.3810674,1
전주인터내셔널하우스앤호스텔,여관업,전북특별자치도 전주시 덕진구 동부대로 694-8 (우아동3가),35.8507869,127.1607450,35.8507917,127.1607597,1
하루모텔,여관업,전북특별자치도 익산시 인북로1길 15 (인화동1가),35.9302485,126.9476667,35.9302610,126.9476705,1
W 모텔,여관업,전북특별자치도 정읍시 연지8길 4 (연지동),35.5724817,126.8448850,35.5724834,126.8448694,1
대명여관,여관업,전북특별자치도 전주시 완산구 풍남문4길 25-10 (중앙동4가),35.8148372,127.1449749,35.8148383,127.1449591,1
월드호텔,여관업,전북특별자치도 무주군 설천면 만선로 80,35.9060856,127.7553503,35.9060729,127.7553496,1
백년여관,여관업,전북특별자치도 전주시 완산구 전주천동로 172-16 (다가동2가),35.8131277,127.1421228,35.8131168,127.1421309,1
이본호텔,여관업,전북특별자치도 남원시 충정로 220-11 (도통동),35.4223262,127.3943737,35.4223382,127.3943788,1
스테이큐브505,여관업,전북특별자치도 전주시 덕진구 동부대로 700-17 (우아동3가),35.8515080,127.1604420,35.8515166,127.1604534,1
호텔 몽,일반호텔,전북특별자치도 군산시 비응안2길 12 (비응도동),35.9415713,126.5323185,35.9415750,126.5323039,1
우아장모텔,여관업,전북특별자치도 전주시 덕진구 도당산4길 8-15 (우아동3가),35.8476682,127.1582246,35.8476579,127.1582330,1
아이파크모텔,여관업,전북특별자치도 익산시 인북로4길 17 (인화동1가),35.9303552,126.9515687,35.9303447,126.9515606,1
B모텔,여관업,전북특별자치도 익산시 목천로1길 12-10 (인화동1가),35.9306331,126.9458626,35.9306224,126.9458550,1
덕유산뜰팬션,숙박업(생활),전북특별자치도 무주군 설천면 구천동1로 7,35.9054687,127.7799843,35.9054723,127.7799988,1
화산장모텔,여관업,전북특별자치도 전주시 완산구 한두평4길 11 (중화산동2가),35.8158002,127.1242370,35.8158125,127.1242368,1
필 무인텔,여관업,전북특별자치도 익산시 익산대로2길 14-4 (평화동),35.9317450,126.9451263,35.9317464,126.9451413,1
해림장여관,여관업,전북특별자치도 익산시 서동로 113-1 (마동),35.9348398,126.9637635,35.9348509,126.9637572,1
경북여인숙,여인숙업,전북특별자치도 부안군 부안읍 동중1길 9-7,35.7294172,126.7360846,35.7294130,126.7360704,1
그랜드파크,여관업,전북특별자치도 전주시 덕진구 도당산3길 7-4 (우아동3가),35.8470467,127.1565216,35.8470359,127.1565286,1
브라운도트덕진점,여관업,전북특별자치도 전주시 덕진구 기린대로 534 (덕진동2가),35.8460912,127.1210442,35.8461024,127.1210382,1
금암장여관,여관업,전북특별자치도 전주시 덕진구 용산3길 38 (금암동),35.8348955,127.1340964,35.8348838,127.1340929,1
동명장여관,여관업,전북특별자치도 무주군 안성면 안성로 300,35.8679155,127.6553121,35.8679192,127.6552979,1
월드모텔,여관업,전북특별자치도 전주시 덕진구 동부대로 700-11 (우아동3가),35.8513189,127.1602838,35.8513292,127.1602767,1
코자자모텔,여관업,전북특별자치도 전주시 덕진구 산정2길 18 (산정동),35.8378149,127.1690866,35.8378071,127.1690757,1
눈꽃여행,숙박업(생활),전북특별자치도 무주군 설천면 내배방길 22,35.9124793,127.7567497,35.9124756,127.7567635,1
그리스모텔,여관업,전북특별자치도 정읍시 수성2로 39-7 (수성동),35.5819568,126.8558739,35.5819628,126.8558615,1
신라,여관업,전북특별자치도 익산시 익산대로2길 17 (평화동),35.9318132,126.9458666,35.9318122,126.9458810,1
연안여인숙,여인숙업,전북특별자치도 익산시 익산대로 190-13 (창인동1가),35.9431278,126.9489732,35.9431381,126.9489796,1
어썸호텔,여관업,전북특별자치도 전주시 덕진구 용산1길 6-1 (금암동),35.8354420,127.1301930,35.8354392,127.1301791,1
피엔케이모텔,여관업,전북특별자치도 전주시 덕진구 도당산로 65-7 (우아동3가),35.8471397,127.1567858,35.8471294,127.1567922,1
호텔에펠탑,여관업,전북특별자치도 익산시 인북로4길 9 (인화동1가),35.9306048,126.9506967,35.9306106,126.9507090,1
호텔아라리,일반호텔,"전북특별자치도 전주시 덕진구 떡전5길 24, 2~10층 (금암동)",35.8377415,127.1306913,35.8377299,127.1306907,1
장미장여관,여관업,전북특별자치도 전주시 덕진구 안덕원로 106-10 (진북동),35.8292061,127.1421032,35.8292173,127.1421062,1
호텔리썸,숙박업 기타,"전북특별자치도 전주시 덕진구 용산1길 17-4, 1,2,3,4,5층 (금암동)",35.8350259,127.1314094,35.8350357,127.1314025,1
포도호텔,일반호텔,전북특별자치도 전주시 완산구 홍산북로 84-6 (효자동3가),35.8170673,127.1108832,35.8170704,127.1108966,1
모텔 별밤,여관업,전북특별자치도 익산시 인북로5길 7 (창인동1가),35.9418563,126.9535328,35.9418501,126.9535212,1
리빙모텔,여관업,전북특별자치도 군산시 경포천서길 53 (경암동),35.9786451,126.7258839,35.9786372,126.7258742,1
호텔 에이플러스,여관업,전북특별자치도 전주시 덕진구 동부대로 527 (산정동),35.8382508,127.1702070,35.8382455,127.1701949,1
골드스테이호텔,숙박업 기타,전북특별자치도 정읍시 서부로 51 (연지동),35.5725933,126.8467684,35.5725967,126.8467554,1
힐링카운티 11동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-42,35.4317075,126.7451692,35.4316965,126.7451709,1
비하녹,여관업,전북특별자치도 전주시 완산구 풍남문4길 26-34 (중앙동4가),35.8143552,127.1459738,35.8143648,127.1459804,1
투썸,여관업,전북특별자치도 전주시 완산구 한두평2길 13-3 (중화산동2가),35.8138598,127.1242309,35.8138491,127.1242281,1
프린스모텔,여관업,전북특별자치도 전주시 완산구 한두평1길 9 (중화산동2가),35.8126431,127.1242031,35.8126322,127.1242028,1
경동장여관,여관업,전북특별자치도 전주시 덕진구 안덕원로 106-12 (진북동),35.8291632,127.1422390,35.8291740,127.1422390,1
자연장,여관업,"전북특별자치도 정읍시 청수5길 16, 2층 (시기동)",35.5640874,126.8533448,35.5640956,126.8533360,1
스테이태고당,숙박업(생활),"전북특별자치도 전주시 완산구 전라감영로 43, 1-2층 (중앙동4가)",35.8155605,127.1439896,35.8155710,127.1439922,1
동호여관,여관업,전북특별자치도 전주시 덕진구 용산3길 14 (금암동),35.8364273,127.1323982,35.8364194,127.1323892,1
서울모텔,여관업,전북특별자치도 무주군 무주읍 주계로 109-1,36.0067486,127.6621019,36.0067572,127.6620943,1
호텔메세지,일반호텔,전북특별자치도 전주시 완산구 홍산북로 72 (효자동3가),35.8172914,127.1097809,35.8172908,127.1097679,1
SOHO HOTEL,여관업,전북특별자치도 익산시 인북로4길 28 (인화동2가),35.9298498,126.9523661,35.9298395,126.9523688,1
에덴동산,숙박업 기타,전북특별자치도 완주군 경천면 오복대석길 102-13,36.0130166,127.2536788,36.0130201,127.2536910,1
스키광장,여관업,전북특별자치도 무주군 설천면 만선로 60,35.9078859,127.7550992,35.9078957,127.7551037,1
케이비(KB)호텔,여관업,전북특별자치도 전주시 완산구 대동로 65-3 (태평동),35.8228933,127.1428659,35.8228832,127.1428691,1
첼로모텔,여관업,전북특별자치도 익산시 인북로6길 34 (인화동2가),35.9300961,126.9531781,35.9300861,126.9531746,1
브라이튼,여관업,전북특별자치도 전주시 완산구 한두평2길 8-3 (중화산동2가),35.8132930,127.1239950,35.8132957,127.1239826,1
에이치에비뉴호텔전주터미널점별관,일반호텔,"전북특별자치도 전주시 덕진구 용산3길 8 (금암동, 번지외 1필지)",35.8366629,127.1319150,35.8366554,127.1319236,1
남일여관,여관업,전북특별자치도 익산시 익산대로 202-1 (창인동1가),35.9440960,126.9489614,35.9440921,126.9489731,1
캐슬모텔,여관업,전북특별자치도 전주시 완산구 효동2길 17-4 (효자동1가),35.8046622,127.1270053,35.8046706,127.1270124,1
예스모텔,여관업,전북특별자치도 군산시 가도안1길 61 (오식도동),35.9467007,126.5633702,35.9466913,126.5633746,1
미디어,여관업,전북특별자치도 익산시 목천로3길 18 (인화동1가),35.9314138,126.9481732,35.9314193,126.9481836,1
씨에프모텔,여관업,전북특별자치도 전주시 덕진구 아중4길 10-5 (우아동2가),35.8310775,127.1737113,35.8310704,127.1737201,1
뜰안채,여관업,전북특별자치도 전주시 완산구 어진길 90-10 (경원동2가),35.8173861,127.1497983,35.8173961,127.1497966,1
명품호텔,여관업,전북특별자치도 전주시 덕진구 우아1길 6 (우아동3가),35.8487283,127.1562759,35.8487367,127.1562693,1
힐튼모텔,여관업,전북특별자치도 전주시 덕진구 도당산4길 8-12 (우아동3가),35.8480298,127.1584760,35.8480391,127.1584716,1
행복한추억,숙박업(생활),전북특별자치도 전주시 완산구 문화광장로 25 (서노송동),35.8230405,127.1462981,35.8230497,127.1463026,1
호텔아지트,여관업,전북특별자치도 전주시 완산구 여울로 25 (서신동),35.8355990,127.1206832,35.8355894,127.1206800,1
비너스모텔,여관업,전북특별자치도 군산시 거석길 13 (명산동),35.9844742,126.7106154,35.9844736,126.7106032,1
메세지,여관업,전북특별자치도 익산시 목천로1길 24-11 (인화동1가),35.9311519,126.9469200,35.9311542,126.9469316,1
코리아에프앤씨 호스텔,숙박업(생활),"전북특별자치도 남원시 교룡로 58-22, 2층 (신정동)",35.4091738,127.3622772,35.4091707,127.3622884,1
전주테마스테이머묾,일반호텔,"전북특별자치도 전주시 완산구 현무2길 14-15, 1, 2층 (경원동3가)",35.8204375,127.1501247,35.8204471,127.1501253,1
너랑나랑콘도,여관업,전북특별자치도 무주군 설천면 내배방길 9-2,35.9110760,127.7568625,35.9110688,127.7568548,1
헤라드라이빙무인텔,여관업,전북특별자치도 군산시 백릉안5길 45 (경장동),35.9714916,126.7325484,35.9714837,126.7325549,1
나나장여관,여관업,전북특별자치도 전주시 완산구 서학로 11 (서서학동),35.8098732,127.1506456,35.8098637,127.1506452,1
비지스모텔,여관업,전북특별자치도 전주시 덕진구 팽나무4길 18 (인후동1가),35.8349517,127.1543807,35.8349577,127.1543718,1
전주여관,여관업,전북특별자치도 익산시 익산대로 106-4 (평화동),35.9356818,126.9458359,35.9356733,126.9458407,1
G7 익산점,여관업,전북특별자치도 익산시 목천로1길 22 (인화동1가),35.9310371,126.9457275,35.9310305,126.9457356,1
호텔어반스테이,여관업,전북특별자치도 전주시 덕진구 정언신로 170 (우아동2가),35.8312115,127.1720512,35.8312204,127.1720545,1
타임모텔,여관업,전북특별자치도 전주시 덕진구 용산1길 11 (금암동),35.8354385,127.1305732,35.8354477,127.1305718,1
가온텔,여관업,전북특별자치도 전주시 덕진구 용산1길 6 (금암동),35.8356275,127.1300319,35.8356267,127.1300207,1
미류,숙박업(생활),"전북특별자치도 전주시 완산구 전주객사2길 45-6, 2층 (다가동4가)",35.8188285,127.1401245,35.8188198,127.1401212,1
광명여인숙,여인숙업,전북특별자치도 정읍시 연지시장1길 37 (연지동),35.5742878,126.8463842,35.5742944,126.8463765,1
살구스테이,일반호텔,"전북특별자치도 전주시 완산구 한지길 9-4, 2-3층 (남노송동)",35.8196513,127.1534008,35.8196536,127.1534116,1
쉐르빌모텔,여관업,전북특별자치도 전주시 덕진구 아중4길 9 (우아동2가),35.8304946,127.1743066,35.8304983,127.1743168,1
엠에이치호텔금암터미널점4호점,여관업,전북특별자치도 전주시 덕진구 용산1길 6-3 (금암동),35.8352909,127.1300357,35.8352938,127.1300251,1
무인텔 나비,여관업,전북특별자치도 부안군 변산면 격포로 54-30,35.6341098,126.4779436,35.6341096,126.4779326,1
커브호텔B,일반호텔,전북특별자치도 익산시 인북로1길 39 (인화동1가),35.9299781,126.9453683,35.9299781,126.9453573,1
두바이모텔,일반호텔,전북특별자치도 전주시 덕진구 아중4길 19 (우아동2가),35.8300784,127.1731695,35.8300739,127.1731788,1
엘스테이,여관업,전북특별자치도 익산시 목천로1길 24-28 (인화동1가),35.9304079,126.9486985,35.9303996,126.9486946,1
라비치호텔,일반호텔,전북특별자치도 군산시 비응남로 36 (비응도동),35.9383240,126.5266221,35.9383173,126.5266291,1
모란장여관,여관업,전북특별자치도 익산시 중앙로 5-13 (중앙동1가),35.9403401,126.9478381,35.9403314,126.9478372,1
위너호텔,여관업,전북특별자치도 전주시 덕진구 아중4길 20 (우아동2가),35.8303751,127.1730141,35.8303837,127.1730121,1
스타장,여관업,전북특별자치도 군산시 조촌안5길 54 (경장동),35.9709911,126.7338185,35.9709831,126.7338139,1
황금여인숙,숙박업 기타,"전북특별자치도 전주시 완산구 풍남문5길 15, 1-3층 (다가동2가)",35.8135446,127.1422670,35.8135365,127.1422634,1
홍콩모텔,여관업,"전북특별자치도 전주시 덕진구 산정3길 27 (산정동,3,4층)",35.8387944,127.1690940,35.8387878,127.1690872,1
한솔파크모텔별관,여관업,전북특별자치도 전주시 덕진구 덕진연못3길 9-9 (덕진동2가),35.8473900,127.1195740,35.8473940,127.1195646,1
뉴알프스관광모텔,여관업,전북특별자치도 정읍시 수성2로 27-4 (수성동),35.5821786,126.8548600,35.5821701,126.8548600,1
월드컵여관,여관업,전북특별자치도 군산시 서래내길 48 (경암동),35.9786413,126.7254402,35.9786377,126.7254307,1
윈호텔,일반호텔,전북특별자치도 남원시 충정로 220-4 (도통동),35.4226269,127.3936659,35.4226253,127.3936558,1
월궁장여관,여관업,전북특별자치도 전주시 덕진구 도당산2길 5 (우아동3가),35.8468137,127.1550491,35.8468172,127.1550397,1
티에스(TS)모텔,여관업,전북특별자치도 장수군 장계면 장계1길 18-3,35.7288308,127.5819481,35.7288259,127.5819564,1
콩쥐팥쥐 관광한옥리조트,숙박업(생활),전북특별자치도 완주군 이서면 신지앵곡길 237-1,35.8031602,127.0311501,35.8031531,127.0311450,1
그린빌모텔,여관업,전북특별자치도 남원시 광한북로 110 (동충동),35.4120554,127.3823191,35.4120632,127.3823220,1
라스베가스모텔,여관업,전북특별자치도 전주시 덕진구 아중4길 24-7 (우아동2가),35.8307787,127.1722769,35.8307708,127.1722795,1
소호호텔 플러스,숙박업 기타,전북특별자치도 익산시 인북로4길 28-1 (인화동2가),35.9298035,126.9525280,35.9297972,126.9525342,1
힐링카운티 8동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-48,35.4314961,126.7446462,35.4314918,126.7446545,1
낭만시대,숙박업 기타,"전북특별자치도 전주시 완산구 동문길 102, 2층 (경원동1가)",35.8180931,127.1483951,35.8181011,127.1483952,1
그곳에가면모텔,여관업,전북특별자치도 익산시 익산대로2길 13 (평화동),35.9319933,126.9454837,35.9320011,126.9454826,1
담양여인숙,여인숙업,"전북특별자치도 남원시 광한서로 82-1 (하정동,(1층))",35.4086310,127.3784720,35.4086334,127.3784811,1
원앙파크장,여관업,전북특별자치도 정읍시 서성길 8-8 (수성동),35.5703515,126.8504491,35.5703553,126.8504408,1
해변여관,여관업,전북특별자치도 군산시 군산창2길 1 (금동),35.9920677,126.7076937,35.9920745,126.7076981,1
짬,여관업,전북특별자치도 전주시 덕진구 동부대로 523 (산정동),35.8378412,127.1706244,35.8378477,127.1706294,1
모텔돼지꿈,여관업,전북특별자치도 군산시 부원로 30 (나운동),35.9616373,126.6885562,35.9616414,126.6885641,1
