업소명,주소,제조구분,업태,원본_위도,원본_경도,VWorld_위도,VWorld_경도,오차_m
이피캠텍 주식회사,"전북특별자치도 군산시 새만금산단2로 358, 이피캠텍 주식회사 (오식도동)",,저장소,35.9398686,126.5804155,35.9404921,126.5794530,111
미원상사 전주2공장,"전북특별자치도 완주군 봉동읍 완주산단6로 56, 미원상사",냉동,제조,35.9532156,127.1205190,35.9522852,127.1209426,110
미원상사(주) 전주2공장,전북특별자치도 완주군 봉동읍 완주산단6로 56,냉동,제조,35.9532156,127.1205190,35.9522852,127.1209426,110
미원상사(주) 전주2공장,전북특별자치도 완주군 봉동읍 완주산단6로 56,냉동,제조,35.9532156,127.1205190,35.9522852,127.1209426,110
미원상사(주) 전주2공장,"전북특별자치도 완주군 봉동읍 완주산단6로 56, 미원상사",냉동,제조,35.9532156,127.1205190,35.9522852,127.1209426,110
수퍼빈(주),전북특별자치도 순창군 금과면 서암로 201,냉동,제조,35.3311245,127.0550331,35.3304962,127.0559588,109
익산시청,전북특별자치도 익산시 번영로1길 20 (목천동),냉동,제조,35.9185879,126.9165221,35.9176667,126.9161277,108
에이치에스효성첨단소재(주) 전주공장,전북특별자치도 전주시 덕진구 기린대로 886 (여의동2가),일반,제조,35.8651010,127.0894498,35.8654708,127.0883428,108
(주)냉동제조,전북특별자치도 완주군 봉동읍 완주산단8로 66,냉동,제조,35.9595792,127.1182188,35.9597704,127.1193877,107
(주)동양정공,전북특별자치도 완주군 봉동읍 완주산단8로 66,냉동,제조,35.9595792,127.1182188,35.9597704,127.1193877,107
(주)하이호휠,전북특별자치도 김제시 순동산단1길 37 (순동),일반,제조,35.8186259,126.9251503,35.8194007,126.9244688,106
청손녀회관,전북특별자치도 군산시 청소년회관로 75  (송풍동),냉동,제조,35.9790478,126.6968390,35.9799661,126.6965323,106
제너럴바이오주식회사,전북특별자치도 남원시 송동면 용투산로 254 (B동 옥외 기계실 위치함),냉동,제조,35.3574770,127.3246196,35.3568883,127.3255300,105
매일유업(주),"전북특별자치도 고창군 상하면 진암구시포로 412, 412동",냉동,제조,35.4436386,126.4492479,35.4440186,126.4503107,105
매일유업(주),전북특별자치도 고창군 상하면 진암구시포로 412,,저장소,35.4436386,126.4492479,35.4440186,126.4503107,105
에너지엔(주),전북특별자치도 군산시 자유무역2길 72 (오식도동),,저장소,35.9618615,126.5570653,35.9610053,126.5575506,105
(주)피지티,전북특별자치도 군산시 자유무역로 35 (주)피지티 (오식도동),일반,제조,35.9471085,126.5472635,35.9466319,126.5462836,103
(주)피지티,전북특별자치도 군산시 자유무역로 35 (오식도동),,저장소,35.9471085,126.5472635,35.9466319,126.5462836,103
매일식품(주)익산공장,전북특별자치도 익산시 왕궁면 푸드폴리스로7길 46,냉동,제조,35.9739465,127.0832329,35.9747664,127.0827024,103
대흥산소,전북특별자치도 군산시 산북동 1327-2,냉동,저장소,35.9702508,126.6730831,35.9711744,126.6731381,103
한국생명공학연구원,전북특별자치도 정읍시 입신길 181 (신정동),냉동,제조,35.5095685,126.8373027,35.5089262,126.8381144,102
폴린트컴포지트코리아(주),전북특별자치도 완주군 봉동읍 완주산단4로 51,일반,저장소,35.9426564,127.1240971,35.9418841,127.1235591,99
장수군조합공동사업법인,전북특별자치도 장수군 계남면 침곡로 11-26,냉동,제조,35.7147300,127.5802719,35.7139548,127.5797457,98
(주)케이씨씨 전주1공장,"전북특별자치도 완주군 봉동읍 완주산단4로 19, KCC전주제1공장",냉동,제조,35.9426630,127.1194556,35.9426618,127.1183762,97
(주)케이씨씨 전주1공장,전북특별자치도 완주군 봉동읍 완주산단4로 19,냉동,제조,35.9426630,127.1194556,35.9426618,127.1183762,97
(주)동우팜투테이블,전북특별자치도 군산시 서수면 동군산로 1095,냉동,제조,36.0115338,126.8760314,36.0111239,126.8769850,97
오씨아이 주식회사 익산공장,"전북특별자치도 익산시 보석로4길 107, OCI주식회사 (신흥동)",냉동,제조,35.9437871,126.9808750,35.9429146,126.9808656,97
오씨아이 주식회사 익산공장,"전북특별자치도 익산시 보석로4길 107 (신흥동,OCI주식회사)",냉동,제조,35.9437871,126.9808750,35.9429146,126.9808656,97
오씨아이 주식회사 익산공장,전북특별자치도 익산시 보석로4길 107 (신흥동),냉동,제조,35.9437871,126.9808750,35.9429146,126.9808656,97
전이수산,전북특별자치도 순창군 적성면 장군목길 105,,저장소,35.4275910,127.2032337,35.4284576,127.2032379,96
주식회사 한교,전북특별자치도 부안군 보안면 청자로 1381,냉동,제조,35.6113817,126.6404711,35.6106253,126.6399587,96
(주)정석케미칼,전북특별자치도 완주군 봉동읍 완주산단5로 192,냉동,제조,35.9429397,127.1390207,35.9425175,127.1399496,96
주식회사 케이앤씨,"전북특별자치도 완주군 봉동읍 완주산단2로 246-5, 케이엔씨",,저장소,35.9570826,127.1323444,35.9567368,127.1313771,95
한국핵융합에너지연구원,전북특별자치도 군산시 동장산로 37 (오식도동),,저장소,35.9513040,126.5856968,35.9520371,126.5851821,94
(주)하림 정읍공장,전북특별자치도 정읍시 북면 3산단2길 95,,저장소,35.6178604,126.9085825,35.6170753,126.9089290,93
(주)하림정읍공장,전북특별자치도 정읍시 북면 3산단2길 95,냉동,제조,35.6178604,126.9085825,35.6170753,126.9089290,93
(주)신명,전북특별자치도 정읍시 북면 3산단2길 95,일반,제조,35.6178604,126.9085825,35.6170753,126.9089290,93
롯데에너지머티리얼즈 주식회사(익산공장),전북특별자치도 익산시 석암로3길 63-25 (팔봉동),냉동,제조,35.9540051,127.0010680,35.9547001,127.0016341,93
롯데에너지머티리얼즈(주),전북특별자치도 익산시 석암로3길 63-25 (팔봉동),냉동,제조,35.9540051,127.0010680,35.9547001,127.0016341,93
(주)동원에프앤비,"전북특별자치도 정읍시 정우면 정읍북로 763, 동원에프앤비 정읍공장",냉동,제조,35.6248840,126.8994588,35.6253226,126.8985919,92
(주)동원에프엔비 정읍공장,전북특별자치도 정읍시 정우면 정읍북로 763,냉동,제조,35.6248840,126.8994588,35.6253226,126.8985919,92
한국전기안전공사,"전북특별자치도 완주군 이서면 안전로 111, 한국전기안전공사",,저장소,35.8346181,127.0571075,35.8348669,127.0561321,92
(주)벽산 익산공장,전북특별자치도 익산시 서동로 675 (팔봉동),,저장소,35.9564715,127.0138291,35.9559204,127.0145784,91
동우화인켐주식회사,"전북특별자치도 익산시 약촌로 111, 동우화인켐(주) (신흥동)",,저장소,35.9435469,126.9751196,35.9431277,126.9742552,91
동우화인켐(주),"전북특별자치도 익산시 약촌로 111, 동우화인켐(주) (신흥동)",,저장소,35.9435469,126.9751196,35.9431277,126.9742552,91
동우화인켐(주),전북특별자치도 익산시 약촌로 111 (신흥동),냉동,제조,35.9435469,126.9751196,35.9431277,126.9742552,91
동우화인켐(주),전북특별자치도 익산시 약촌로 118 (신흥동),,저장소,35.9440733,126.9774848,35.9441544,126.9784867,91
동우화인켐(주),"전북특별자치도 익산시 약촌로 118 (신흥동,동우화인켐(주))",냉동,제조,35.9440733,126.9774848,35.9441544,126.9784867,91
엠이비 주식회사,전북특별자치도 익산시 여산면 두여리 산 30,,저장소,36.0705203,127.0846442,36.0701830,127.0837278,91
(주)우진고분자,전북특별자치도 군산시 무역로 90 (오식도동),냉동,제조,35.9535172,126.5569198,35.9527089,126.5569772,90
셰플러코리아 유한책임회사,"전북특별자치도 전주시 덕진구 팔과정로 17 (팔복동3가,셰플러코리아(유)전주공장)",냉동,제조,35.8511140,127.0848078,35.8503234,127.0850179,90
셰플러코리아 유한책임회사,"전북특별자치도 전주시 덕진구 팔과정로 17 (팔복동3가,셰플러코리아(유)전주공장)",냉동,제조,35.8511140,127.0848078,35.8503234,127.0850179,90
셰플러코리아 유한책임회사,전북특별자치도 전주시 덕진구 팔과정로 17 (팔복동3가),냉동,제조,35.8511140,127.0848078,35.8503234,127.0850179,90
한국식품산업클러스터진흥원,전북특별자치도 익산시 왕궁면 국가식품로 100,냉동,제조,35.9798574,127.0841562,35.9801802,127.0832442,90
(주)하림,전북특별자치도 익산시 망성면 망성로 14,냉동,제조,36.0767711,127.0408559,36.0772044,127.0416709,88
(주)하림 육가공공장,전북특별자치도 익산시 망성면 망성로 14,냉동,제조,36.0767711,127.0408559,36.0772044,127.0416709,88
재단법인 한국조선해양기자재연구원,전북특별자치도 군산시 산단남북로 191 (오식도동),일반,제조,35.9629303,126.5585181,35.9631499,126.5594491,87
재단법인 한국조선해양기자재연구원,"전북특별자치도 군산시 산단남북로 191, 한국조선해양기자재연구원 (오식도동)",일반,제조,35.9629303,126.5585181,35.9631499,126.5594491,87
한국조선해양기자재연구원,전북특별자치도 군산시 산단남북로 191 (오식도동),,저장소,35.9629303,126.5585181,35.9631499,126.5594491,87
전주수산시장(주),"전북특별자치도 전주시 덕진구 동부대로 1187, 수협중앙회전주공판장 (송천동2가)",냉동,제조,35.8686647,127.1177759,35.8694304,127.1175718,87
(주)디에이치오토넥스,전북특별자치도 김제시 용지면 용지로 55,,저장소,35.8249961,126.9441379,35.8244917,126.9434327,85
한국방송공사(전주방송총국),"전북특별자치도 전주시 완산구 마전중앙로 30, KBS 전주방송총국 (효자동3가)",냉동,제조,35.8228971,127.1050621,35.8221764,127.1047904,84
농업회사법인(주)한우물,전북특별자치도 김제시 용지면 백자1길 112,냉동,제조,35.8217434,126.9942618,35.8217604,126.9951891,84
대원알텍(주),전북특별자치도 완주군 봉동읍 완주산단4로 133,냉동,제조,35.9428836,127.1321983,35.9429903,127.1331031,82
(주)푸드웨어 1공장,전북특별자치도 김제시 순동산단1길 28-38 (순동),냉동,제조,35.8211344,126.9235312,35.8218605,126.9237071,82
피케이씨(주),"전북특별자치도 군산시 임해로 494-16, 백광산업 (소룡동)",충전,제조,35.9691400,126.6265168,35.9692124,126.6274233,82
피케이씨 주식회사,전북특별자치도 군산시 임해로 494-16 (소룡동),냉동,제조,35.9691400,126.6265168,35.9692124,126.6274233,82
피케이씨 주식회사,"전북특별자치도 군산시 임해로 494-16, 백광산업 (소룡동)",일반,제조,35.9691400,126.6265168,35.9692124,126.6274233,82
(주)서주,전북특별자치도 김제시 중앙로 79 (요촌동),냉동,제조,35.8057646,126.8855197,35.8052480,126.8848821,81
에이치엘만도 주식회사 익산공장,전북특별자치도 익산시 석암로17길 109 (팔봉동),일반,저장소,35.9600138,127.0091835,35.9599117,127.0082957,81
에이치엘만도 주식회사 익산공장,전북특별자치도 익산시 석암로17길 109 (팔봉동),일반,제조,35.9600138,127.0091835,35.9599117,127.0082957,81
아데카코리아(주),전북특별자치도 완주군 봉동읍 완주산단2로 70,일반,저장소,35.9406712,127.1319187,35.9401295,127.1324711,78
(주)세움,전북특별자치도 정읍시 정신로 22-19 (하북동),일반,저장소,35.5974457,126.8693880,35.5967528,126.8694229,77
(주)파이프라인,전북특별자치도 군산시 외항로 608 (소룡동),,저장소,35.9625958,126.6026986,35.9619222,126.6025016,77
(주)창해이엔지,"전북특별자치도 전주시 덕진구 원만성로 15 (팔복동3가,외 여의동 834)",일반,제조,35.8520243,127.0822728,35.8526464,127.0826389,77
조인영어조합법인,전북특별자치도 고창군 심원면 월등길 21-26,,저장소,35.5300703,126.5547551,35.5298368,126.5539648,76
(주)산우,전북특별자치도 군산시 산단동서로 87 (오식도동),,저장소,35.9499769,126.5731148,35.9505896,126.5734681,75
한국썸벧(주),전북특별자치도 익산시 선화로 470-15 (신흥동),냉동,제조,35.9463630,126.9828516,35.9457034,126.9826781,75
주식회사 조이,전북특별자치도 군산시 옥도면 무녀도3길 45-64,충전,제조,35.7976110,126.4240436,35.7969745,126.4237848,75
(주) 지엘켐 군산공장,전북특별자치도 군산시 새만금북로 139-30 (주)지엘켐 (비응도동),냉동,제조,35.9459634,126.5341074,35.9455015,126.5335082,74
대법원 가인연수관,전북특별자치도 순창군 복흥면 답동리 산 59-10,냉동,제조,35.4287930,126.9768257,35.4290185,126.9775859,73
(주)삼영캐스코,전북특별자치도 정읍시 북면 3산단1길 24,냉동,제조,35.6111094,126.9087642,35.6108311,126.9080296,73
한국케미라화학(주),전북특별자치도 군산시 자유로 233-9 (소룡동),냉동,제조,35.9603383,126.5779190,35.9598085,126.5783925,73
한국케미라화학주식회사,전북특별자치도 군산시 자유로 233-9 (소룡동),냉동,제조,35.9603383,126.5779190,35.9598085,126.5783925,73
(주)강원에너지,"전북특별자치도 군산시 자유무역1길 60, 웰크론강원 (오식도동)",,저장소,35.9616399,126.5442491,35.9622203,126.5438902,72
(주)클러스터물류,전북특별자치도 익산시 왕궁면 평장2길 232,냉동,제조,35.9663439,127.0772560,35.9657104,127.0770857,72
(주)클러스터물류,전북특별자치도 익산시 왕궁면 평장2길 232,냉동,제조,35.9663439,127.0772560,35.9657104,127.0770857,72
한농화성,전북특별자치도 군산시 외항1길 24 (소룡동),냉동,제조,35.9808470,126.6732593,35.9802113,126.6731366,72
(주)한농화성,전북특별자치도 군산시 외항1길 24 (소룡동),일반,저장소,35.9808470,126.6732593,35.9802113,126.6731366,72
(주)국도화학,전북특별자치도 익산시 석암로13길 32 (주)국도화학 (석암동),냉동,제조,35.9519199,127.0121941,35.9512893,127.0120542,71
국도화학(주)익산공장,전북특별자치도 익산시 석암로13길 32 (주)국도화확 (석암동),냉동,제조,35.9519199,127.0121941,35.9512893,127.0120542,71
일도화학(주),전북특별자치도 익산시 석암로13길 32 (석암동),냉동,제조,35.9519199,127.0121941,35.9512893,127.0120542,71
국도화학(주) 익산공장,전북특별자치도 익산시 석암로13길 32 (석암동),냉동,제조,35.9519199,127.0121941,35.9512893,127.0120542,71
롯데쇼핑(주) 롯데마트 정읍점,전북특별자치도 정읍시 벚꽃로 85 (농소동),냉동,제조,35.5796544,126.8404598,35.5793367,126.8397822,71
주식회사 에이치에스머티리얼즈,전북특별자치도 익산시 삼기면 산단오룡길 126-45,냉동,제조,36.0418695,126.9912373,36.0424894,126.9913133,69
"주식회사 에이치에스머티리얼즈(BH605,606,608호용)",전북특별자치도 익산시 삼기면 산단오룡길 126-45,냉동,제조,36.0418695,126.9912373,36.0424894,126.9913133,69
"주식회사 에이치에스머티리얼즈(브라인냉각기 1,2,3,4호용)",전북특별자치도 익산시 삼기면 산단오룡길 126-45,냉동,제조,36.0418695,126.9912373,36.0424894,126.9913133,69
국립익산박물관,전북특별자치도 익산시 금마면 미륵사지로 362 (미륵사지박물관),냉동,제조,36.0112038,127.0280797,36.0115562,127.0287147,69
전라북도익산지구문화유적관리사업소,전북특별자치도 익산시 금마면 미륵사지로 362,냉동,제조,36.0112038,127.0280797,36.0115562,127.0287147,69
한국가스안전공사 수소안전검사처,전북특별자치도 완주군 봉동읍 첨단산업6로 23,냉동,제조,35.9775662,127.1118995,35.9779557,127.1113152,68
㈜대상 순창공장,"전북특별자치도 순창군 순창읍 순창로 30, 대상주식회사",냉동,제조,35.3583781,127.1456143,35.3578518,127.1452355,68
대상(주) 순창공장,"전북특별자치도 순창군 순창읍 순창로 30, 대상주식회사",냉동,제조,35.3583781,127.1456143,35.3578518,127.1452355,68
(주)대상 순창공장,"전북특별자치도 순창군 순창읍 순창로 30, 대상주식회사",냉동,제조,35.3583781,127.1456143,35.3578518,127.1452355,68
한국바스프(주),전북특별자치도 군산시 외항4길 57 (소룡동),냉동,제조,35.9790284,126.6534451,35.9791555,126.6541814,68
(주)하림 제2공장,전북특별자치도 익산시 낭산면 낭산농공단지길 40,냉동,제조,36.0743877,127.0354315,36.0747546,127.0348331,68
(주)하림 제2공장,전북특별자치도 익산시 낭산면 낭산농공단지길 40 (주) 그린바이텍 농축산물 가공 공장,냉동,제조,36.0743877,127.0354315,36.0747546,127.0348331,68
롯데에너지머티리얼즈(주),"전북특별자치도 익산시 삼기면 산단구평길 11, 일진머티리얼즈(주)",냉동,제조,36.0377648,126.9994951,36.0371698,126.9993587,67
한국특수가스(주),전북특별자치도 익산시 석암로7길 19 (용제동),충전,제조,35.9490329,127.0022880,35.9496140,127.0021120,67
일진하이솔루스(주),전북특별자치도 완주군 봉동읍 첨단산업4로 27,일반,제조,35.9701964,127.1079621,35.9699537,127.1086242,65
김제노인전문요양원,전북특별자치도 김제시 하동1길 79 (하동),냉동,제조,35.8148236,126.8945419,35.8145960,126.8952092,65
신젠타코리아(주),"전북특별자치도 익산시 석암로11길 87, 신젠타코리아 (석암동)",냉동,제조,35.9483743,127.0111436,35.9480536,127.0105368,65
신젠타코리아(주),전북특별자치도 익산시 석암로11길 87 (석암동),냉동,제조,35.9483743,127.0111436,35.9480536,127.0105368,65
뉴워터(주),전북특별자치도 익산시 왕궁면 온수1길 40,,저장소,35.9222881,127.0674567,35.9224261,127.0667604,65
(주)아이씨엠씨,전북특별자치도 완주군 봉동읍 완주산단2로 83,일반,저장소,35.9422430,127.1304909,35.9416778,127.1303382,64
(주)에이씨휴먼넷,전북특별자치도 익산시 왕궁면 국가식품로3길 46,냉동,제조,35.9799885,127.0910972,35.9797779,127.0917561,64
국민연금공단 기금운용본부,전북특별자치도 전주시 덕진구 기지로 170 (만성동),냉동,제조,35.8376647,127.0703316,35.8372802,127.0698158,63
미원상사(주) 익산공장,"전북특별자치도 익산시 낭산면 미륵사지로 820-25, 미원상사(주)",냉동,제조,36.0415226,126.9970469,36.0411803,126.9976047,63
(주)휴비스 전주1공장,전북특별자치도 전주시 덕진구 기린대로 787 (주)휴비스 (팔복동2가),냉동,제조,35.8543134,127.0969889,35.8540932,127.0976303,63
(주)휴비스전주공장(본),전북특별자치도 전주시 덕진구 기린대로 787 (팔복동2가),일반,제조,35.8543134,127.0969889,35.8540932,127.0976303,63
(주)제이아이테크,전북특별자치도 군산시 중가도길 16 (오식도동),,저장소,35.9483594,126.5662328,35.9484163,126.5669176,62
전북인삼농협 지엠피,전북특별자치도 진안군 진안읍 홍삼한방로 22-22,냉동,제조,35.7700140,127.4358880,35.7702338,127.4352607,62
(주)한원엔지니어링,전북특별자치도 군산시 새만금북로 365 (오식도동),,저장소,35.9479161,126.5769752,35.9484603,126.5769662,61
(주)한영,전북특별자치도 정읍시 북면 북면공단2길 105-16,일반,제조,35.6117638,126.9041874,35.6122548,126.9044667,60
전주수산시장(주),전북특별자치도 전주시 덕진구 동부대로 1177 (송천동2가),냉동,제조,35.8686647,127.1177759,35.8687225,127.1184300,59
(주)아이에스테크,전북특별자치도 군산시 산단남북로 84 (오식도동),,저장소,35.9534909,126.5630499,35.9536913,126.5636573,59
(주)이앤알랩,"전북특별자치도 완주군 봉동읍 완주산단6로 197, 이앤알랩",냉동,제조,35.9642681,127.1160669,35.9645173,127.1166395,59
코하이젠 전주 평화 수소충전소,전북특별자치도 전주시 완산구 난전들로 59 (평화동3가),충전,제조,35.7772652,127.1223842,35.7777865,127.1223069,58
(주)코리아더커드,"전북특별자치도 남원시 산책길 184, 코리아더커드 (조산동)",냉동,제조,35.3931100,127.3576655,35.3926068,127.3574971,58
한국세큐리트(주)군산공장,전북특별자치도 군산시 외항6길 77-31  (소룡동),냉동,제조,35.9745820,126.6354126,35.9743106,126.6359467,57
한국세큐리트(주)군산공장,"전북특별자치도 군산시 외항6길 77-31, 한국세큐리트 (소룡동)",냉동,제조,35.9745820,126.6354126,35.9743106,126.6359467,57
한국세큐리트(주),전북특별자치도 군산시 외항6길 77-31  (소룡동),냉동,제조,35.9745820,126.6354126,35.9743106,126.6359467,57
대덕가스(주) 군산 제2공장,"전북특별자치도 군산시 산단동서로 161, 대덕가스(주) 군산 제2공장 (오식도동)",충전,제조,35.9497104,126.5647055,35.9501271,126.5643455,57
동우화인켐(주),전북특별자치도 익산시 약촌로 132 (신흥동),냉동,제조,35.9457410,126.9772536,35.9458893,126.9778544,57
동우화인켐(주),전북특별자치도 익산시 약촌로 132 (신흥동),냉동,제조,35.9457410,126.9772536,35.9458893,126.9778544,57
코하이젠주식회사,전북특별자치도 군산시 외항로 261 (산북동),충전,제조,35.9687887,126.6409737,35.9682812,126.6409605,56
(주)에스틸,전북특별자치도 군산시 무역로 150 (오식도동),,저장소,35.9583841,126.5565352,35.9582682,126.5571457,56
덕진수산영어조합법인,전북특별자치도 고창군 부안면 반월길 146,,저장소,35.5621025,126.6186823,35.5617363,126.6182543,56
(주)농협사료 군산바이오,전북특별자치도 군산시 임해로 447 (소룡동),냉동,제조,35.9721788,126.6296767,35.9724968,126.6291981,56
국립농업과학원,"전북특별자치도 전주시 덕진구 농생명로 370, 농업생명자원부/농업유전자원센터 (중동)",냉동,제조,35.8312290,127.0630750,35.8308636,127.0634875,55
애경케미칼(주),전북특별자치도 완주군 봉동읍 완주산단6로 283,,저장소,35.9696034,127.1239928,35.9694903,127.1245883,55
(주)엄지식품,전북특별자치도 김제시 봉황공단2길 107 (오정동),일반,제조,35.7711946,126.9183021,35.7707589,126.9180162,55
일진하이솔루스 주식회사,"전북특별자치도 완주군 봉동읍 완주산단5로 97-46, 일진복합소재(주)",,저장소,35.9460153,127.1289207,35.9458230,127.1294805,55
일진하이솔루스 주식회사,"전북특별자치도 완주군 봉동읍 완주산단5로 97-46, 일진복합소재(주)",일반,제조,35.9460153,127.1289207,35.9458230,127.1294805,55
청해수산영어조합법인(금성양만),전북특별자치도 익산시 함라면 함낭로 152-29,,저장소,36.0636567,126.9288711,36.0641287,126.9290429,55
(주)한농화성,전북특별자치도 군산시 외항1길 32-19 (소룡동),냉동,제조,35.9809649,126.6715323,35.9810767,126.6709411,55
(주)한농화성,"전북특별자치도 군산시 외항1길 32-19, 한농화성 (소룡동)",,저장소,35.9809649,126.6715323,35.9810767,126.6709411,55
(주)아이더블유케이(IWK),전북특별자치도 군산시 동가도길 50 (오식도동),,저장소,35.9515376,126.5762363,35.9515732,126.5768308,54
고창군보건소,전북특별자치도 고창군 고창읍 전봉준로 90,냉동,제조,35.4436054,126.6832455,35.4438572,126.6827436,53
남원소방서(식정119안전센터),전북특별자치도 남원시 요천로 1965 (식정동),충전,제조,35.4367798,127.4167372,35.4368590,127.4161653,53
(주)제이아이테크,전북특별자치도 군산시 무역로 30 (오식도동),냉동,제조,35.9477621,126.5576547,35.9476130,126.5582049,52
서안주정(주),"전북특별자치도 군산시 외항6길 67, 서안주정주식회사 (소룡동)",일반,제조,35.9753812,126.6369404,35.9750939,126.6364845,52
주식회사 쿼츠테크놀로지,전북특별자치도 익산시 석암로9길 59 (석암동),냉동,제조,35.9487854,127.0093425,35.9491429,127.0097126,52
해풍양만영어조합법인,전북특별자치도 고창군 해리면 해리동호길 71-10,,저장소,35.5086567,126.4881092,35.5084434,126.4886117,51
주식회사 우림,전북특별자치도 군산시 자유무역3길 79 (오식도동)[*미고시],,저장소,35.9627181,126.5567199,35.9630701,126.5563543,51
하이솔이엠(주),전북특별자치도 익산시 석암로 99 (용제동),냉동,제조,35.9475786,127.0036652,35.9476426,127.0042268,51
농업회사법인(주) 싱그린에프에스,전북특별자치도 익산시 용안면 익산대로 2078,냉동,제조,36.1037633,126.9620757,36.1034349,126.9624664,51
농업회사법인 (주)싱그린에프에스,전북특별자치도 익산시 용안면 익산대로 2078,냉동,제조,36.1037633,126.9620757,36.1034349,126.9624664,51
완주공단정수장,전북특별자치도 완주군 봉동읍 완주산단3로 158-43,일반,판매,35.9481126,127.1214453,35.9476597,127.1214894,51
예수병원,전북특별자치도 전주시 완산구 서원로 365  (중화산동1가),냉동,제조,35.8143709,127.1331160,35.8146264,127.1326531,50
예수병원,전북특별자치도 전주시 완산구 서원로 365 (중화산동1가),,저장소,35.8143709,127.1331160,35.8146264,127.1326531,50
아이세로미림(주),전북특별자치도 익산시 석암로3길 112  (팔봉동),냉동,제조,35.9564092,127.0093945,35.9560103,127.0091294,50
(주)플러스원,전북특별자치도 정읍시 신태인읍 석지로 621-12,,저장소,35.6976215,126.8736321,35.6974845,126.8731025,50
(주)하나은행 수탁영업부(롯데아울렛),"전북특별자치도 군산시 조촌로 130, 롯데몰 군산점 (조촌동)",냉동,제조,35.9764490,126.7385869,35.9764136,126.7391411,50
(주)데크카본,전북특별자치도 전주시 덕진구 운암로 30 (팔복동2가),일반,제조,35.8595337,127.0882330,35.8590981,127.0881114,50
(주)데크카본,전북특별자치도 전주시 덕진구 운암로 30 (팔복동2가),,저장소,35.8595337,127.0882330,35.8590981,127.0881114,50
네오배터리머티리얼즈코리아(주),전북특별자치도 김제시 백산면 지평선산단6길 235,,저장소,35.8409418,126.8773367,35.8408412,126.8768008,50
세븐브로이맥주 주식회사,전북특별자치도 익산시 왕궁면 국가식품로4길 21,냉동,제조,35.9790952,127.0907994,35.9788448,127.0912554,50
삼양화성(주) 전주공장,"전북특별자치도 전주시 덕진구 온고을로 376, 삼양화성(주) (팔복동3가)",냉동,제조,35.8479368,127.0887287,35.8481312,127.0892203,49
삼양화성(주),전북특별자치도 전주시 덕진구 온고을로 376 (팔복동3가),냉동,제조,35.8479368,127.0887287,35.8481312,127.0892203,49
삼양화성(주),"전북특별자치도 전주시 덕진구 온고을로 376 (팔복동3가,삼양화성(주))",냉동,제조,35.8479368,127.0887287,35.8481312,127.0892203,49
삼양화성(주)전주공장,전북특별자치도 전주시 덕진구 온고을로 376 (팔복동3가),특정,제조,35.8479368,127.0887287,35.8481312,127.0892203,49
전주문화재단(전주한벽문화관),전북특별자치도 전주시 완산구 전주천동로 20 (교동),냉동,제조,35.8120928,127.1589175,35.8120069,127.1583835,49
대한특수가스,전북특별자치도 김제시 제월로 103 (제월동),,판매,35.7757355,126.8856693,35.7759914,126.8861086,49
삼일산업,"전북특별자치도 전주시 덕진구 구렛들2길 19, 삼일산업공장 (팔복동1가)",냉동,제조,35.8583946,127.0994054,35.8584065,127.0999461,49
한국전자기술연구원,전북특별자치도 전주시 덕진구 반룡로 111 (팔복동2가),,저장소,35.8586666,127.0821106,35.8586182,127.0815737,49
해전산업(주),전북특별자치도 군산시 가도로 154 (소룡동),,저장소,35.9601192,126.5684102,35.9605536,126.5683876,48
전주시시설관리공단(화산체육관),전북특별자치도 전주시 완산구 백제대로 310 (중화산동2가),냉동,제조,35.8214853,127.1241982,35.8218739,127.1239575,48
두산퓨얼셀(주),"전북특별자치도 익산시 서동로 627, 두산퓨얼셀 익산공장 (팔봉동)",,저장소,35.9540595,127.0115342,35.9544834,127.0114162,48
(주)두산 전자사업 익산공장,전북특별자치도 익산시 서동로 627 (팔봉동),일반,저장소,35.9540595,127.0115342,35.9544834,127.0114162,48
주식회사 돌고래냉동수산,전북특별자치도 군산시 새만금북로 139-17 (비응도동),,저장소,35.9445502,126.5344832,35.9441879,126.5347734,48
2공단 수소충전소,전북특별자치도 익산시 석암로 169 (석암동),충전,제조,35.9428313,127.0083062,35.9430031,127.0087948,48
(주)동우팜투테이블(부화장),전북특별자치도 군산시 개정면 우산길 65-13,냉동,제조,35.9437591,126.8020840,35.9436427,126.8015712,48
태형수산 영어조합법인,전북특별자치도 고창군 심원면 심원로 270-12,,저장소,35.5264449,126.5557647,35.5268166,126.5560276,48
영진약품(주) 전주공장,전북특별자치도 완주군 봉동읍 완주산단5로 21,냉동,제조,35.9459652,127.1187862,35.9461864,127.1192315,47
영진약품(주) 전주공장,"전북특별자치도 완주군 봉동읍 완주산단5로 21, 영진약품",일반,저장소,35.9459652,127.1187862,35.9461864,127.1192315,47
에어프로덕츠코리아(주),전북특별자치도 군산시 외항6길 51 (소룡동),일반,제조,35.9741271,126.6374069,35.9737858,126.6370998,47
농촌인적자원개발센터,"전북특별자치도 전주시 덕진구 농생명로 420, 농촌인적자원개발센터 (중동)",,저장소,35.8312867,127.0697999,35.8314566,127.0693242,47
서동양만장,전북특별자치도 남원시 금지면 하도길 61-32,,저장소,35.3141163,127.3122390,35.3144048,127.3126129,47
(주)알트론 전주공장,전북특별자치도 완주군 봉동읍 완주산단8로 45,냉동,제조,35.9578374,127.1207664,35.9574703,127.1205242,46
